name,id,smiles,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa
Abarelix,DB00106,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,L02BX,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Other hormone antagonists and related agents,0.2448075056076049,0.0472512848675251,0.6057037711143494,0.0173986919922754,0.2634490869939327,0.2071825802326202,0.1002114841714501,0.2329102128744125,0.1256352536380291,0.9251348376274108,0.9385931730270386,0.1491380609571933,0.2308089196681976,0.5137015879154205,0.9686006665229796,0.0107006140053272,0.0094949408899992,0.0465170165523886,0.0165166085585951,0.0471941821277141,0.0796086445450782,0.0091493491083383,0.4633321046829223,0.5136817932128906,0.1571060486137867,0.0129508796148002,0.0274318854324519,0.052114113792777,0.0278011318296194,0.087544360384345,0.7010525226593017,-6.261261978519457,3.403685300975095,53.03515712218882,11.734405533559592,-14.124346863873708,2.7413117179273323,1.9943951457698053,90.76669076099935,-3.39015785029573,0.0905829186105037,1416.089,1.1679999999999986,16,13,1.0,0.0246745012319409,10,424.9799999999999
Abemaciclib,DB12001,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,L01EF,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,Cyclin-dependent kinase (CDK) inhibitors,0.6014823496341706,0.8117887020111084,0.8369199752807617,0.1394962407648563,0.1003599420189857,0.1345953658223152,0.0652853291481733,0.2475799024105072,0.5040994882583618,0.7869966506958008,0.5160146594047547,0.3967401877045631,0.8752575516700745,0.831373107433319,0.993667459487915,0.0248640494421124,0.0295397393405437,0.1745653301477432,0.1893929839134216,0.0195496167987585,0.0424975506961345,0.0054263040772639,0.9370253086090088,0.8861352562904358,0.4259164273738861,0.0292982889339327,0.0206964157521724,0.1289175428450107,0.0614920303225517,0.307588467001915,0.9844968676567076,-4.901576804861479,26.47406440141405,47.30500287898731,68.33977013726665,-9.633113278372996,2.799238224420874,3.698437023304133,90.13960632200092,-3.704599080240864,16.47889547129638,506.6050000000003,4.936920000000004,8,1,3.0,0.3806883073588551,0,75.0
Abiraterone,DB05812,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,L02BX,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Other hormone antagonists and related agents,0.0441647624596953,0.438520273566246,0.7853563666343689,0.2514320179820061,0.4930695712566376,0.1712631896138191,0.3634022012352943,0.105457673035562,0.0581441961228847,0.5838198125362396,0.6281298041343689,0.0268911987950559,0.138251368701458,0.1041194655001163,0.9999686241149902,0.4160091459751129,0.5176382601261139,0.0441880263388156,0.603574800491333,0.710546898841858,0.8164335012435913,0.0107806598301976,0.9838630080223084,0.4931096255779266,0.7090311586856842,0.0135720694437623,0.2109703987836838,0.405409836769104,0.065376628190279,0.4531323611736297,0.5446709513664245,-4.962633622965499,56.35163297260179,18.91329750428832,-4.462016338656583,-6.69429732780489,3.024718942656688,3.832551567147007,94.25218891209376,-4.937126489465236,2.364987547224777,349.51800000000003,5.398600000000005,2,1,3.0,0.6887813871003827,6,33.120000000000005
Abrocitinib,DB14973,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,D11AH,DERMATOLOGICALS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,"Agents for dermatitis, excluding corticosteroids",0.3536714389920234,0.881689476966858,0.9279341459274292,0.3648024693131447,0.0150010555051267,0.3909404933452606,0.005452487419825,0.323428750038147,0.0221581705845892,0.5604562163352966,0.4404288500547409,0.0635519042611122,0.1830891102552413,0.8863439798355103,0.9998193860054015,0.0244822260923683,0.0131962697021663,0.2259293928742408,0.0607958998531103,0.0190408624708652,0.1083790242671966,0.001263190829195,0.7471657991409302,0.0085734602063894,0.0686255469918251,0.0174673286266624,0.0153166030533611,0.052985480427742,0.0731811642646789,0.1790140151977539,0.39800665974617,-5.206208144665057,73.78618386675032,28.88780321168365,-17.150751417560148,-13.46223725156041,3.103315449376685,1.5384379947774092,77.57749027455833,-3.510234327966131,0.0432777980137147,323.4220000000001,1.2544999999999995,5,2,4.0,0.8348104206667457,0,90.98
Acalabrutinib,DB11703,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,L01EL,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,Bruton's tyrosine kinase (BTK) inhibitors,0.4525404870510101,0.4303561687469482,0.7984404683113098,0.0488987768068909,0.4195199251174927,0.2882453739643097,0.5794304966926574,0.0850632146000862,0.1047472022473812,0.6889355421066284,0.7117461681365966,0.286736886203289,0.7159016251564025,0.9621138215065004,0.98994163274765,0.0101669476833194,0.0208882190287113,0.3452073931694031,0.1673237055540085,0.0238838095217943,0.1026135578751564,0.02580301836133,0.8858842849731445,0.6183240115642548,0.5903266906738281,0.0898631371557712,0.0577350731939077,0.2201478838920593,0.2191947281360626,0.2169829353690147,0.8839926242828369,-5.206569810275799,7.373196924871412,30.442472705914128,9.935304510806692,-13.385850470733851,2.882762812377096,2.572366576979096,88.94769416019902,-4.402751761604135,5.678058460582464,465.5170000000001,3.312600000000001,7,2,4.0,0.4465512202139589,1,118.51
Acamprosate,DB00659,CC(=O)NCCCS(=O)(=O)O,N07BB,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence,0.3151085473597049,0.8372023701667786,0.3178163424134254,0.0016324679789249,0.0041191364522092,0.0238653305452317,0.0003916194111297,0.0291486608795821,0.0015731950610643,0.208206270635128,2.544622718687606e-05,0.3412523344159126,0.0228763358783908,0.4579698860645294,0.315772433578968,0.0039420701679773,0.0053928299923427,0.0042763223515066,0.0005883236786758,0.0060696232132613,0.1098988130688667,9.582084148860304e-05,0.1825550902169198,0.0110647545894607,0.0994714953005313,0.0001657507118579,0.011667299689725,0.0108402036705228,0.0184511652449145,0.5510164737701416,0.0141664987604599,-5.268257564545404,-5.805671400943469,-10.967338930716606,41.13143118258447,-11.544696048657483,1.2343662453148403,-0.8716617307747848,32.930186991661124,0.1874324707083111,-3.674876682121293,181.213,-0.5995999999999997,3,2,4.0,0.447848265705855,0,83.47
Acarbose,DB00284,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,A10BD;A10BF,ALIMENTARY TRACT AND METABOLISM,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Alpha glucosidase inhibitors;Combinations of oral blood glucose lowering drugs,0.2157990001142025,0.1085698284208774,0.041547330841422,0.0005128389857418,0.0213225719518959,0.0038463551230961,0.0024035730719333,0.0153939970768988,0.0211252491921186,0.2068371504545211,0.0009159214117971,0.0031088981544598,0.0250835352111607,0.0752226363867521,0.0032787704927613,0.0807030793279409,0.1171670906245708,0.000890950061148,0.0089046815643087,0.2061441674828529,0.53283651471138,0.0005833235416503,0.0482978956773877,0.0212753625586628,0.1001032550353556,0.0208979731309227,0.0013850155795807,0.0087454772670753,0.0539800051599741,0.2702536776661873,0.3292393669486045,-7.156049855406425,50.73831237187023,35.14086012698915,14.373843451318589,-19.38227047034353,1.1480336237488111,-0.5017671757103263,55.405476196169424,-1.450428419275707,-9.827875276834034,645.6080000000004,-8.721900000000014,19,14,1.0,0.0652615042977129,18,329.01
Acebutolol,DB01193,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,C07AB;C07BB,CARDIOVASCULAR SYSTEM,BETA BLOCKING AGENTS,BETA BLOCKING AGENTS;BETA BLOCKING AGENTS AND THIAZIDES,"Beta blocking agents, selective;Beta blocking agents, selective, and thiazides",0.1575901344418525,0.7513110995292663,0.9096920967102052,0.1638312458992004,0.068689077347517,0.1411801598966121,0.0212645713239908,0.4040798783302307,0.317616069316864,0.256926417350769,0.0308042392134666,0.3060473352670669,0.1173389419913291,0.1619574844837188,0.9977022767066956,0.0281122472137212,0.0580639097839593,0.1255085565149784,0.0042023651534691,0.0025275711668655,0.0695346996188163,0.0011543286556843,0.8406588673591614,0.1581484824419021,0.0203493969514966,0.0017341318918624,0.0036284661618992,0.0098822057247161,0.006290957191959,0.150485098361969,0.2717389672994613,-5.214054423176549,4.731747767722266,4.815438866220498,-2.402721125511208,-12.67498451775998,2.337464156125874,-0.1370001054939554,42.38862572995497,-2.009513953494971,11.462348981642746,336.4320000000001,2.3655,5,3,4.0,0.5710137425129463,1,87.66
Aceclidine,DB13262,CC(=O)OC1CN2CCC1CC2,S01EB,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,0.2170648023486137,0.98000066280365,0.7952987074851989,0.0003672256571007,0.0040872056270018,0.0856678009033203,0.0003900728996086,0.6370887279510498,0.0536917220801115,0.2597652122378349,1.4281623225542716e-05,0.018206771928817,0.3201658986508846,0.0123674816451966,0.9759683609008788,0.0024087422760203,0.049513878673315,0.000663024696405,0.0002284650207002,0.0012262237491086,0.0694206312298774,7.582210837426828e-05,0.7494811773300171,0.0065972005017101,0.0065394846489652,0.0002014001685893,0.0001341865765425,1.102675887523219e-05,0.0002013922414334,0.847477912902832,0.4124572336673736,-4.2768645646174805,41.69829345801823,-4.991320213139873,-4.140442537711605,-7.0402942070737184,2.164272309785669,-1.1613457122491524,5.607525359175652,-0.1269737231419796,0.2634861138816647,169.224,0.6436999999999999,3,0,4.0,0.5395192406329529,1,29.54
Aceclofenac,DB06736,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,M01AB;M02AA,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Acetic acid derivatives and related substances;Antiinflammatory preparations, non-steroids for topical use",0.0146991307847201,0.7774761557579041,0.9235100746154784,0.2184226706624031,0.3556802004575729,0.5858636975288392,0.3347039610147476,0.0204548109322786,0.061693568341434,0.3217319428920746,0.0168005239218473,0.2865855455398559,0.1073734991252422,0.9589131355285644,0.9917775154113768,0.0170557517558336,0.0300997644662857,0.0539577908813953,0.0253301478922367,0.0163515686057508,0.0819253608584404,0.5591056227684021,0.5527396917343139,0.0356332504190504,0.1049008145928382,0.0330572566017508,0.0309874564409255,0.0278677567839622,0.0689620517194271,0.2888154417276382,0.060929936915636,-4.705531587904823,74.48552405077173,43.696131911075874,0.1212865878935438,-8.747444361755367,2.7965660996937927,0.450798976895939,93.8726496446512,-4.020355580503114,-1.586443305943702,354.1890000000001,3.907300000000002,4,2,4.0,0.7696621138235622,0,75.63
Acemetacin,DB13783,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,M01AB,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances,0.0156113726086914,0.6750901103019714,0.9391317009925844,0.1773456633090973,0.2771156638860702,0.477290016412735,0.4426344931125641,0.0224086720496416,0.0196898619644343,0.4487435460090637,0.1408032119274139,0.1070818088948726,0.0951548442244529,0.979918658733368,0.9857652187347412,0.0144314276520162,0.029547756537795,0.0942231029272079,0.0589322663843631,0.0214844137430191,0.067540961317718,0.2430132120847702,0.7530022501945496,0.1781268939375877,0.0845974542200565,0.0139426199719309,0.0173629781696945,0.0232653848826885,0.0402945273555815,0.0944174967706203,0.1318915858864784,-5.003615045483639,22.82038571822445,27.47010777417531,14.933106129662718,-10.01632211616931,3.509066939424561,-0.1392993233776742,93.15028172728104,-3.973911793935179,2.764755906039663,415.82900000000006,3.4705200000000014,6,1,4.0,0.6192570573143896,0,94.82999999999998
Acenocoumarol,DB01418,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,B01AA,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,0.3969565689563751,0.6421592831611633,0.8860309362411499,0.2020985856652259,0.5273384869098663,0.6314461290836334,0.7356783032417298,0.1520875200629234,0.089365255087614,0.6774206042289734,0.2300075113773346,0.2617967009544372,0.0899057008326053,0.9510685563087464,0.999349009990692,0.0339362203143537,0.0365831425413489,0.2890934735536575,0.2480216115713119,0.0554294236004352,0.1558045178651809,0.1183820813894271,0.9368064641952516,0.4321987748146057,0.2440919876098632,0.0318865241482853,0.0676544904708862,0.8990365862846375,0.1707085475325584,0.2792648017406464,0.3469309449195862,-4.578497564700474,58.757244691053074,42.2893013411544,19.49070006728705,-10.036475822998629,3.673841789962829,1.7786621180639828,102.5918311591405,-4.763701649228873,4.188336285590928,353.33000000000004,3.517800000000003,6,1,4.0,0.4267175419766887,1,110.65
Acetaminophen,DB00316,CC(=O)Nc1ccc(O)cc1,N02AJ;N02BE,NERVOUS SYSTEM,ANALGESICS,OPIOIDS;OTHER ANALGESICS AND ANTIPYRETICS,Anilides;Opioids in combination with non-opioid analgesics,0.2466761574149131,0.8292774796485901,0.7195717692375183,0.1545456126332283,0.0460326585918664,0.2506692543625831,0.0396826192736625,0.2965185962617397,0.0443339992314577,0.5965394675731659,0.0132149106822907,0.1438967891037464,0.0120420962572097,0.2851865738630295,0.9948197722434996,0.0094329436775296,0.0469466067850589,0.105244967341423,0.0063218998722732,0.0220301553606987,0.1476152136921882,0.0009235466248355,0.5327711582183838,0.0067601228132843,0.0929992094635963,0.0092155510094016,0.0203968685120344,0.042414457257837,0.0267770640552043,0.5639956653118133,0.0793404400348663,-4.815674923106535,38.25850978784458,-4.322626493584798,-6.235376525242506,-10.87793418404657,1.694021267065639,0.6121174183953247,39.20476616586576,-1.1719595091835069,0.3219337188163543,151.165,1.3505999999999998,2,2,4.0,0.5950261967780849,0,49.33
